word,frequency,rank
tarihte,8,
ulaşacak,6,
şekilde,33,338.0
gönderilmesi,6,
gerekmektedir,84,103.0
postadaki,23,504.0
gecikmeler,29,398.0
kabul,91,86.0
edilmez,15,723.0
geciken,7,
teklifler,64,158.0
dikkate,30,378.0
alınmaz,17,644.0
hale,442,8.0
aynı,55,194.0
gün,69,139.0
saatte,18,613.0
tarim,10,
şletmeleri,23,504.0
genel,269,14.0
müdürlüğü,186,23.0
nde,18,613.0
yapılacaktır,74,118.0
bu,244,16.0
ihale,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
g,51,207.0
maddesi,107,66.0
gereğince,59,177.0
istisna,7,
kapsamında,47,235.0
olup,87,94.0
ti,50,212.0
gem,6,
ihaleyi,29,398.0
yapıp,27,423.0
yapmamakta,27,423.0
veya,648,6.0
darenin,30,378.0
menfaatleri,6,
gözetilerek,6,
en,205,21.0
uygun,106,67.0
bedeli,112,61.0
tespit,33,338.0
etmekte,8,
serbesttir,27,423.0
adres,51,207.0
tarim,10,
şletmeleri,23,504.0
genel,269,14.0
müdürlüğü,186,23.0
karanfil,11,
sokak,30,378.0
bakanlıklar,11,
ankara,106,67.0
tlf,6,
hat,7,
fax,8,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çeşi,11,945.0
tli,12,872.0
lânlar,11,945.0
kültür,82,105.0
turizm,73,122.0
bakanlığından,106,67.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
kültür,82,105.0
turizm,73,122.0
bakanlığından,106,67.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
lân,11,945.0
bölümü,39,293.0
yargi,7,
lânlari,18,613.0
kırıkhan,1,
cumhuriyet,33,338.0
başsavcılığı,7,
hazırlık,3,
bürosundan,7,
reyhanlı,2,
cumhuriyet,33,338.0
başsavcılığından,2,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
artirma,11,945.0
eksi,12,872.0
ltme,11,945.0
hale,442,8.0
lânlari,18,613.0
adet,114,58.0
jeotermal,1,
kaynak,5,
arama,9,
sahasi,1,
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
kütahya,5,
l,36,316.0
özel,63,160.0
daresi,15,723.0
l,36,316.0
encümeni,14,771.0
başkanlığından,57,185.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
adet,114,58.0
atm,14,771.0
kabi,2,
n,80,107.0
yerleri,10,
ni,31,361.0
n,80,107.0
beş,32,352.0
yilliğina,3,
ki,27,423.0
raya,5,
veri,9,
lmesi,16,683.0
şi,67,146.0
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
stanbul,66,151.0
li,75,114.0
bakırköy,9,
belediye,128,49.0
başkanlığından,57,185.0
mülkiyeti,18,613.0
tasarrufu,1,
belediye,128,49.0
başkanlığımıza,2,
ait,104,73.0
olan,119,54.0
belediyemizce,42,272.0
yer,175,27.0
tespitleri,4,
yapılan,59,177.0
lokasyonda,2,
yapılması,8,
planlanan,1,
adet,114,58.0
atm,14,771.0
kabin,4,
yerlerinin,2,
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanununun,47,235.0
maddesi,107,66.0
açık,69,139.0
teklif,311,10.0
usulü,70,136.0
gereğince,59,177.0
beş,32,352.0
yıllığına,6,
kiraya,8,
verilmesi,41,277.0
işi,11,945.0
haleni,11,945.0
n,80,107.0
nerede,3,
hangi,15,723.0
tari,31,361.0
h,49,222.0
saatte,18,613.0
hangi,15,723.0
usulle,1,
yapilacaği,6,
hale,442,8.0
perşembe,11,
günü,72,126.0
saat,96,80.0
de,57,185.0
belediye,128,49.0
encümen,16,683.0
toplantı,27,423.0
salonunda,18,613.0
yapılacaktır,74,118.0
adresi,86,96.0
osmaniye,3,
mah,66,151.0
smail,1,
erez,1,
blv,6,
bakırköy,9,
stanbul,66,151.0
hale,442,8.0
komisyonu,24,485.0
belediye,128,49.0
encümeni,14,771.0
ihaleyi,29,398.0
yapıp,27,423.0
yapmamakta,27,423.0
uygun,106,67.0
bedeli,112,61.0
tespitte,4,
tamamen,3,
serbesttir,27,423.0
steklilere,5,
gerekçe,1,
sunmak,11,945.0
zorunluluğu,3,
olmadan,1,
ihaleyi,29,398.0
başlamadan,1,
iptal,21,539.0
edebilir,2,
hale,442,8.0
sayılı,340,9.0
devlet,105,71.0
haleleri,13,810.0
kanununun,47,235.0
maddesi,107,66.0
gereğince,59,177.0
açık,69,139.0
teklif,311,10.0
usulü,70,136.0
ile,490,7.0
yapılacaktır,74,118.0
eşitlik,1,
olması,146,35.0
veya,648,6.0
tekliflerin,37,304.0
yeterli,7,
bulunulmaması,1,
durumunda,28,409.0
encümen,16,683.0
komisyonu,24,485.0
tarafından,112,61.0
ihale,247,15.0
sırasında,14,771.0
sözlü,46,244.0
olarak,178,26.0
teklifler,64,158.0
isteklilerden,7,
tekrar,2,
alınabilir,9,
muhammen,39,293.0
bedeli,112,61.0
geçi,16,683.0
ci,27,423.0
temi,18,613.0
nati,3,
muhammen,39,293.0
kira,23,504.0
bedeli,112,61.0
tl,311,10.0
kdv,25,465.0
yil,24,485.0
dır,1,
geçici,137,41.0
teminat,148,34.0
ise,54,197.0
beş,32,352.0
yıllık,13,810.0
muhammen,39,293.0
kira,23,504.0
bedelinin,29,398.0
ü,16,683.0
olan,119,54.0
tl,311,10.0
ihale,247,15.0
dosyasına,4,
eklenecektir,1,
haleye,113,59.0
gi,20,562.0
rebi,3,
lmek,3,
çi,15,723.0
n,80,107.0
stekli,8,
lerden,6,
stenecek,3,
belgeleri,67,146.0
n,80,107.0
neler,1,
olduğu,43,261.0
belgelerin,52,202.0
aslı,73,122.0
veya,648,6.0
noter,144,36.0
tasdikli,105,71.0
sureti,27,423.0
olmak,279,13.0
kaydıyla,47,235.0
hale,442,8.0
dokümanı,27,423.0
satın,91,86.0
alındığına,15,723.0
dair,126,51.0
belge,135,42.0
haleye,113,59.0
ortak,72,126.0
girişim,41,277.0
olarak,178,26.0
katılım,10,
olması,146,35.0
halinde,170,29.0
ortaklardan,2,
birisinin,1,
satın,91,86.0
alması,4,
yeterlidir,4,
yukarıda,49,222.0
belirtilen,210,20.0
geçici,137,41.0
teminat,148,34.0
bedelini,7,
bakırköy,9,
belediye,128,49.0
başkanlığı,85,100.0
adına,50,212.0
alınmış,67,146.0
sayılı,340,9.0
k,62,164.0
nun,51,207.0
maddesinde,36,316.0
belirtilen,210,20.0
şartlara,15,723.0
haiz,6,
limitiçi,1,
süresiz,15,723.0
geçici,137,41.0
banka,33,338.0
teminat,148,34.0
mektubu,53,199.0
veya,648,6.0
nakit,16,683.0
olarak,178,26.0
yatırıldığına,10,
dair,126,51.0
banka,33,338.0
makbuzunu,3,
doküman,9,
bedeli,112,61.0
veya,648,6.0
teminat,148,34.0
tutarı,11,945.0
bakırköy,9,
belediye,128,49.0
başkanlığı,85,100.0
veznelerine,2,
yatırılabilir,1,
katılımcılar,1,
tarafından,112,61.0
sayfası,11,
ayrı,52,202.0
ayrı,52,202.0
imzalanmış,8,
şartname,115,57.0
gerçek,71,131.0
kişi,65,154.0
se,3,
türkiye,82,105.0
de,57,185.0
tebligat,33,338.0
için,293,12.0
adres,51,207.0
beyanı,16,683.0
kanuni,12,872.0
ikametgâh,9,
sahibi,8,
olduğunu,35,327.0
gösterir,54,197.0
belge,135,42.0
c,141,38.0
kimlik,30,378.0
numaralarını,1,
ihtiva,1,
eden,39,293.0
nüfus,47,235.0
cüzdanı,21,539.0
sürücü,34,330.0
belgesi,149,33.0
veya,648,6.0
pasaport,1,
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
beyannamesi,75,114.0
tüzel,199,22.0
kişi,65,154.0
se,3,
tüzel,199,22.0
kişiliğin,76,111.0
siciline,21,539.0
kayıtlı,67,146.0
bulunduğu,50,212.0
ticaret,152,32.0
veya,648,6.0
sanayi,75,114.0
odasından,24,485.0
ticaret,152,32.0
sicili,6,
müdürlüğünden,134,44.0
esnaf,9,
sanatkârlar,2,
odasından,24,485.0
dernekler,5,
müdürlüğünden,134,44.0
vakıflar,17,644.0
müdürlüğünden,134,44.0
dare,36,316.0
merkezinin,5,
bulunduğu,50,212.0
yer,175,27.0
mahkemesi,4,
veya,648,6.0
ilgili,128,49.0
makamdan,6,
ilk,34,330.0
ilan,86,96.0
veya,648,6.0
ihale,247,15.0
tarihinin,11,945.0
içerisinde,104,73.0
bulunduğu,50,212.0
yılda,10,
alınmış,67,146.0
tüzel,199,22.0
kişiliğin,76,111.0
siciline,21,539.0
kayıtlı,67,146.0
olduğuna,18,613.0
dair,126,51.0
belge,135,42.0
tüzel,199,22.0
kişiliğin,76,111.0
ortakları,16,683.0
üyeleri,14,771.0
veya,648,6.0
kurucuları,11,945.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
yönetimindeki,10,
görevleri,3,
belirten,20,562.0
son,113,59.0
durumu,28,409.0
gösterir,54,197.0
ticaret,152,32.0
sicil,141,38.0
gazetesi,20,562.0
veya,648,6.0
bu,244,16.0
hususları,11,945.0
tevsik,19,585.0
eden,39,293.0
belgeler,116,56.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
sirküleri,41,277.0
veya,648,6.0
yetkilendirilen,1,
kişinin,13,810.0
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
beyannamesi,75,114.0
ortak,72,126.0
hükümler,49,222.0
vekâletname,15,723.0
mza,23,504.0
sirküleri,41,277.0
stekliler,58,181.0
adına,50,212.0
vekâleten,17,644.0
iştirak,25,465.0
ediliyor,1,
ise,54,197.0
istekli,38,300.0
adına,50,212.0
teklifte,15,723.0
bulunacak,13,810.0
kimselerin,5,
noter,144,36.0
tasdikli,105,71.0
vekâletname,15,723.0
ile,490,7.0
vekaleten,18,613.0
katılanın,1,
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
beyannamesi,75,114.0
sirküleri,41,277.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
ortak,72,126.0
girişim,41,277.0
beyannamesi,75,114.0
ile,490,7.0
ortaklık,11,
sözleşmesi,11,
ortak,72,126.0
girişim,41,277.0
olması,146,35.0
halinde,170,29.0
noter,144,36.0
tasdikli,105,71.0
ortak,72,126.0
girişim,41,277.0
beyannamesi,75,114.0
ile,490,7.0
ortaklık,11,
sözleşmesi,11,
ihale,247,15.0
üzerinde,18,613.0
kaldığında,1,
noter,144,36.0
tasdiki,1,
yapılacaktır,74,118.0
ortak,72,126.0
girişimi,11,945.0
oluşturan,13,810.0
gerçek,71,131.0
kişi,65,154.0
veya,648,6.0
tüzel,199,22.0
kişilerin,33,338.0
birinin,10,
fıkralarına,1,
göre,109,64.0
temin,66,151.0
edecekleri,17,644.0
belge,135,42.0
yasaklı,6,
olmadığına,29,398.0
dair,126,51.0
taahhütname,12,872.0
haleye,113,59.0
katılacak,20,562.0
olanların,20,562.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
maddesinde,36,316.0
yer,175,27.0
alan,102,77.0
yasaklılık,3,
durumunun,1,
olmadığına,29,398.0
dair,126,51.0
taahhütname,12,872.0
haleye,113,59.0
katılacaklardan,2,
ihale,247,15.0
tarihinden,73,122.0
önce,19,585.0
türkiye,82,105.0
genelinde,2,
en,205,21.0
az,169,30.0
lçede,1,
en,205,21.0
az,169,30.0
üç,20,562.0
yıl,111,63.0
süreli,26,446.0
lçe,5,
belediyesi,33,338.0
atm,14,771.0
yeri,103,75.0
kiralama,19,585.0
veya,648,6.0
işletme,6,
ihalesine,7,
girdiği,1,
ihale,247,15.0
yüklenicisi,1,
olarak,178,26.0
sözleşmelerini,1,
yaptığına,2,
dair,126,51.0
kurum,11,945.0
kuruluşlardan,1,
alınmış,67,146.0
belgeler,116,56.0
sunulacaktır,3,
dare,36,316.0
ile,490,7.0
yapılan,59,177.0
ihale,247,15.0
sözleşmesi,11,
veya,648,6.0
sözleşme,33,338.0
imzaladığına,1,
dair,126,51.0
ilgili,128,49.0
idareden,6,
alınmış,67,146.0
belge,135,42.0
stekliler,58,181.0
ihale,247,15.0
ilan,86,96.0
tarihinden,73,122.0
itibaren,58,181.0
son,113,59.0
üç,20,562.0
yıl,111,63.0
içerisinde,104,73.0
toplam,36,316.0
tl,311,10.0
yirmimilyontürklirası,1,
tutarında,3,
ciro,1,
yaptığına,2,
dair,126,51.0
yeminli,17,644.0
mali,55,194.0
müşavir,30,378.0
ya,68,143.0
da,133,45.0
vergi,36,316.0
dairesi,43,261.0
tasdikli,105,71.0
belge,135,42.0
sunacaktır,2,
gelir,12,872.0
gider,1,
tablosu,5,
stekliler,58,181.0
ihale,247,15.0
ilan,86,96.0
tarihinden,73,122.0
itibaren,58,181.0
son,113,59.0
üç,20,562.0
yıl,111,63.0
içerisinde,104,73.0
atm,14,771.0
kiralama,19,585.0
veya,648,6.0
atm,14,771.0
yeri,103,75.0
kullanımı,3,
işinde,2,
toplam,36,316.0
tl,311,10.0
ondörtmilyon,1,
türk,62,164.0
lirası,15,723.0
tutarında,3,
iş,138,40.0
deneyim,27,423.0
veya,648,6.0
iş,138,40.0
bitirme,4,
belgesi,149,33.0
belgeleri,67,146.0
sunacaktır,2,
ş,181,25.0
deneyim,27,423.0
belgesi,149,33.0
bir,233,17.0
veya,648,6.0
birden,8,
fazla,39,293.0
sözleşmeye,3,
dayalı,4,
olarak,178,26.0
banka,33,338.0
veya,648,6.0
bankalarla,1,
gerçekleştirilmiş,1,
olmalıdır,16,683.0
bankalar,6,
ile,490,7.0
gerçekleştirilen,14,771.0
kiralama,19,585.0
işleri,8,
ilgili,128,49.0
olarak,178,26.0
sözleşmeler,1,
veya,648,6.0
atm,14,771.0
yeri,103,75.0
kiralanmasına,1,
ilişkin,89,92.0
kira,23,504.0
faturaları,1,
veya,648,6.0
bankalar,6,
tarafından,112,61.0
düzenlenmiş,9,
iş,138,40.0
deneyim,27,423.0
belgesi,149,33.0
ibraz,57,185.0
edilmelidir,2,
yüklenici,13,810.0
iş,138,40.0
bu,244,16.0
belgelerden,2,
herhangi,53,199.0
birini,5,
belirtilen,210,20.0
tutarı,11,945.0
sağlamak,6,
koşulu,2,
ile,490,7.0
kullanabilir,1,
haleye,113,59.0
katılan,14,771.0
tüm,27,423.0
istekliler,25,465.0
yukardakilerine,1,
ek,21,539.0
olarak,178,26.0
aşağıda,76,111.0
bulunan,88,93.0
şartlarıda,1,
yerine,14,771.0
getirmek,2,
zorundadır,12,872.0
teklif,311,10.0
sahibinin,1,
bakırköy,9,
belediyesine,4,
vergi,36,316.0
reklam,1,
kira,23,504.0
ecrimisil,1,
işletme,6,
bedeli,112,61.0
gibi,33,338.0
ne,118,55.0
isim,1,
altında,8,
olursa,4,
olsun,4,
borcu,46,244.0
olmaması,12,872.0
gerekir,29,398.0
yine,5,
teklif,311,10.0
verenin,2,
bakırköy,9,
belediyesi,33,338.0
ile,490,7.0
arasında,16,683.0
taşınmaz,39,293.0
kiralaması,1,
hususunda,1,
hiçbir,7,
dava,14,771.0
icra,2,
takibiyle,1,
ilgili,128,49.0
dosya,37,304.0
bulunmaması,9,
gerekir,29,398.0
borcu,46,244.0
yoktur,14,771.0
ile,490,7.0
ilgili,128,49.0
olarak,178,26.0
mali,55,194.0
hizmetler,18,613.0
müdürlüğünden,134,44.0
dava,14,771.0
icra,2,
takibi,1,
olmamasıyla,1,
ilgili,128,49.0
olarak,178,26.0
ise,54,197.0
hukuk,20,562.0
şleri,85,100.0
müdürlüğünden,134,44.0
alınacak,31,361.0
yazılar,1,
ihale,247,15.0
dosyası,3,
ile,490,7.0
birlikte,30,378.0
sunulması,23,504.0
zorunludur,61,169.0
sgk,11,
prim,6,
borcu,46,244.0
bulunmadığına,8,
dair,126,51.0
ilgili,128,49.0
sigorta,2,
müdürlüğünden,134,44.0
ihale,247,15.0
ilan,86,96.0
tarihinden,73,122.0
sonra,50,212.0
alınmış,67,146.0
belge,135,42.0
vergi,36,316.0
borcu,46,244.0
bulunmadığına,8,
dair,126,51.0
vergi,36,316.0
dairesinden,4,
ihale,247,15.0
ilan,86,96.0
tarihinden,73,122.0
sonra,50,212.0
alınmış,67,146.0
belge,135,42.0
kare,2,
kodlu,8,
doğrulanabilir,2,
elektronik,50,212.0
belgeler,116,56.0
hariç,25,465.0
yukarıdaki,5,
belgelerin,52,202.0
aslı,73,122.0
yerine,14,771.0
fotokopi,2,
veya,648,6.0
suretlerinin,1,
verilmesi,41,277.0
halinde,170,29.0
bu,244,16.0
belgelerin,52,202.0
noter,144,36.0
onaylı,62,164.0
olması,146,35.0
gerekir,29,398.0
ortak,72,126.0
girişim,41,277.0
olarak,178,26.0
ihaleye,135,42.0
katılım,10,
olması,146,35.0
halinde,170,29.0
ortaklardan,2,
birinin,10,
tüm,27,423.0
şartları,24,485.0
sağlaması,3,
gerekmektedir,84,103.0
tüm,27,423.0
belgeler,116,56.0
eksiksiz,4,
teslim,71,131.0
edilecektir,74,118.0
hale,442,8.0
şartnamesi,24,485.0
ekleri,6,
ni,31,361.0
n,80,107.0
nereden,1,
hangi,15,723.0
şartlarla,3,
alinacaği,2,
hale,442,8.0
şartnamesi,24,485.0
ekleri,6,
bakırköy,9,
belediye,128,49.0
başkanlığı,85,100.0
emlak,22,523.0
stimlak,9,
müdürlüğü,186,23.0
nde,18,613.0
görülebilecek,2,
tl,311,10.0
bedel,43,261.0
karşılığında,18,613.0
temin,66,151.0
edebileceklerdir,1,
tekli,6,
fleri,1,
n,80,107.0
hangi,15,723.0
tari,31,361.0
h,49,222.0
saatte,18,613.0
nereye,1,
veri,9,
leceği,1,
stekliler,58,181.0
usulüne,3,
uygun,106,67.0
olarak,178,26.0
hazırlayacakları,7,
ihale,247,15.0
dosyalarını,2,
çarşamba,11,
günü,72,126.0
saat,96,80.0
kadar,131,46.0
emlak,22,523.0
stimlak,9,
müdürlüğüne,21,539.0
verebilirler,3,
belirtilen,210,20.0
saatten,8,
sonra,50,212.0
gelen,8,
teklifler,64,158.0
değerlendirmeye,24,485.0
alınmayacaktır,34,330.0
lan,67,146.0
olunur,47,235.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
haleye,113,59.0
davet,11,945.0
stanbul,66,151.0
valiliği,6,
stanbul,66,151.0
proje,51,207.0
koordinasyon,6,
biriminden,6,
pkb,6,
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
haleye,113,59.0
davet,11,945.0
stanbul,66,151.0
valiliği,6,
stanbul,66,151.0
proje,51,207.0
koordinasyon,6,
biriminden,6,
pkb,6,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
haleye,113,59.0
davet,11,945.0
stanbul,66,151.0
valiliği,6,
stanbul,66,151.0
proje,51,207.0
koordinasyon,6,
biriminden,6,
pkb,6,
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
haleye,113,59.0
davet,11,945.0
stanbul,66,151.0
valiliği,6,
stanbul,66,151.0
proje,51,207.0
koordinasyon,6,
biriminden,6,
pkb,6,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
yht,9,
demi,1,
ryolu,1,
bakim,3,
müdürlükleri,4,
mintikasinda,1,
maki,3,
neli,1,
tami,1,
rat,1,
seti,2,
çaliştirilmasi,1,
şi,67,146.0
hi,40,284.0
zmet,14,771.0
alimi,17,644.0
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
devlet,105,71.0
demiryolları,1,
şletmesi,19,585.0
genel,269,14.0
müdürlüğü,186,23.0
tcdd,58,181.0
yht,9,
bölge,43,261.0
müdürlüğü,186,23.0
ankara,106,67.0
hale,442,8.0
kayıt,28,409.0
numarası,51,207.0
şin,19,585.0
adı,36,316.0
yht,9,
demiryolu,1,
bakım,5,
müdürlükleri,4,
mıntıkasında,1,
makineli,1,
tamirat,1,
seti,2,
çalıştırılması,1,
şi,67,146.0
hale,442,8.0
türü,44,253.0
usulü,70,136.0
hizmet,72,126.0
alımı,40,284.0
açık,69,139.0
hale,442,8.0
usulü,70,136.0
darenin,30,378.0
adresi,86,96.0
tcdd,58,181.0
yht,9,
bölge,43,261.0
müdürlüğü,186,23.0
hale,442,8.0
büro,4,
celal,3,
bayar,2,
bulvarı,19,585.0
atg,2,
avm,5,
kat,60,174.0
eti,2,
mahallesi,83,104.0
b,218,19.0
telefon,37,304.0
faks,32,352.0
numarası,51,207.0
c,141,38.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
osmankoksal,1,
tcdd,58,181.0
gov,46,244.0
tr,121,53.0
ç,43,261.0
hale,442,8.0
ön,19,585.0
yeterlik,27,423.0
dokümanının,20,562.0
görülebileceği,9,
internet,40,284.0
adresi,86,96.0
www,57,185.0
tcdd,58,181.0
gov,46,244.0
tr,121,53.0
hale,442,8.0
konusu,87,94.0
hizmetin,13,810.0
niteliği,23,504.0
türü,44,253.0
miktarı,31,361.0
yht,9,
hatlarında,1,
hat,7,
metre,7,
buraj,1,
stabilizatör,1,
hat,7,
metre,7,
reglaj,1,
çalışması,1,
yapılacaktır,74,118.0
b,218,19.0
yapılacağı,40,284.0
yer,175,27.0
ankara,106,67.0
siva,1,
yht,9,
hatları,1,
c,141,38.0
süresi,69,139.0
ay,64,158.0
halenin,33,338.0
ön,19,585.0
yeterlik,27,423.0
yeterlik,27,423.0
değerlendirmesinin,1,
yapılacağı,40,284.0
yer,175,27.0
tcdd,58,181.0
şletmesi,19,585.0
yht,9,
bölge,43,261.0
müdürlüğü,186,23.0
toplantı,27,423.0
salonu,20,562.0
eti,2,
mahallesi,83,104.0
celal,3,
bayar,2,
bulvarı,19,585.0
atg,2,
avm,5,
kat,60,174.0
çankaya,19,585.0
ankara,106,67.0
b,218,19.0
tarihi,97,78.0
saati,44,253.0
haleye,113,59.0
katılabilme,10,
şartları,24,485.0
istenilen,32,352.0
belgeler,116,56.0
ile,490,7.0
yeterlik,27,423.0
değerlendirmesinde,8,
uygulanacak,24,485.0
kriterler,20,562.0
tekliflerin,37,304.0
tcdd,58,181.0
yht,9,
bölge,43,261.0
müdürlüğü,186,23.0
hale,442,8.0
bürosuna,1,
günü,72,126.0
saat,96,80.0
kadar,131,46.0
verilmiş,9,
veya,648,6.0
gelmiş,12,872.0
olması,146,35.0
şarttır,23,504.0
hale,442,8.0
günü,72,126.0
saat,96,80.0
da,133,45.0
yapılacaktır,74,118.0
hale,442,8.0
dokümanı,27,423.0
tcdd,58,181.0
yht,9,
bölge,43,261.0
müdürlüğü,186,23.0
hale,442,8.0
bürosunda,5,
görülebilir,28,409.0
haleye,113,59.0
teklif,311,10.0
verecek,25,465.0
olanların,20,562.0
ihale,247,15.0
dokümanını,21,539.0
satın,91,86.0
almaları,22,523.0
zorunlu,14,771.0
olup,87,94.0
tcdd,58,181.0
şletmesi,19,585.0
genel,269,14.0
müdürlüğü,186,23.0
merkez,46,244.0
mali,55,194.0
şler,1,
müdürlüğü,186,23.0
veznesinden,5,
kdv,25,465.0
dahil,11,945.0
try,1,
bedelle,7,
temin,66,151.0
edilebilir,44,253.0
teklif,311,10.0
edilen,125,52.0
bedelin,43,261.0
en,205,21.0
az,169,30.0
ü,16,683.0
oranında,29,398.0
geçici,137,41.0
teminat,148,34.0
verilecektir,17,644.0
bu,244,16.0
ihale,247,15.0
ceza,42,272.0
ihalelerden,19,585.0
yasaklama,96,80.0
hükümleri,43,261.0
hariç,25,465.0
sayılı,340,9.0
yasalara,7,
tabi,28,409.0
değildir,22,523.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
yg,3,
ag,3,
elektri,4,
k,62,164.0
şebekesi,10,
yapim,7,
şi,67,146.0
hale,442,8.0
edi,37,304.0
lecekti,32,352.0
r,47,235.0
mucur,6,
organize,8,
sanayi,75,114.0
bölgesi,12,872.0
müteşebbis,10,
heyet,9,
başkanlığından,57,185.0
sanayi,75,114.0
teknoloji,7,
bakanlığının,2,
kredi,8,
desteği,2,
ile,490,7.0
müteşebbis,10,
heyet,9,
başkanlığımızın,2,
sorumluluğu,4,
altında,8,
yapılacak,94,83.0
olan,119,54.0
mucur,6,
organize,8,
sanayi,75,114.0
bölgesi,12,872.0
alanına,4,
ait,104,73.0
yg,3,
ag,3,
elektrik,25,465.0
şebekesi,10,
yapım,49,222.0
işi,11,945.0
birim,37,304.0
fiyat,40,284.0
esası,4,
birim,37,304.0
fiyatların,13,810.0
biri,9,
için,293,12.0
geçerli,15,723.0
olmak,279,13.0
üzere,130,48.0
işin,16,683.0
tümüne,5,
indirim,7,
verilmek,3,
suretiyle,36,316.0
kapalı,72,126.0
zarf,39,293.0
teklif,311,10.0
alma,49,222.0
usulü,70,136.0
ile,490,7.0
ihale,247,15.0
edilecektir,74,118.0
darenin,30,378.0
adresi,86,96.0
yenice,2,
mah,66,151.0
milli,18,613.0
egemenlik,2,
